text,label
"thank heaven! — the crisis — the danger is past; and the lingering illness is over at last —— and the fever called “living” is conquered at last. —— sadly, i know, i am shorn of my strength, and no muscle i move, as i lie at full length: — but no matter! — i feel i am better, at length. —— and i rest so composedly now, in my bed, that any beholder might fancy me dead — might start at beholding me, thinking me dead. —— the sickness — the nausea — the pitiless pain — have ceased, with the fever that maddened my brain — with the fever called “living” that burned in my brain. —— the moaning and groaning — the sighing and sobbing — are quieted now; with the horrible throbbing at heart: — oh, that horrible, horrible throbbing! —— and ah, of all tortures that torture the worst has abated — the terrible torture of thirst for the napthaline river of glory accurst: — i have drank of a water that quenches all thirst: — —— of a water that flows, with a lullaby sound, from a spring but a very few feet under ground — from a cavern not very far down under ground. —— and ah! let it never be foolishly said that my room it is gloomy, and narrow my bed; for man never slept in a different bed — and, to sleep, you must slumber in just such a bed. —— my tantalized spirit here blandly reposes, forgetting, or never regretting, its roses — its old agitations of myrtles and roses. —— for now, while so quietly lying, i fancy a holier odor about me, of pansy — a rosemary odor commingled with pansy — with rue and the beautiful puritan pansy. —— and so i lie happily bathing in many a dream of the love and the beauty of annie — drowned in a bath of the tresses of annie. —— she tenderly kissed me — she fondly caressed — and then i fell gently to sleep on her breast — deeply to sleep from the heaven of her breast. —— when the light was extinguished, she covered me warm, and she prayed to the angels to keep me from harm — to the queen of the angels to shield me from harm. —— and i lie so composedly now, in my bed, (knowing her love) that you fancy me dead — and i rest so contentedly now, in my bed, (with her love at my breast) that you fancy me dead — that you shudder to look at me, thinking me dead: — —— but my heart it is brighter than all of the many stars of the heaven — for it sparkles with annie — it glows with the thought of the love of my annie — with the thought of the light of the eyes of my annie.",1
"the happiest day — the happiest hour, my sear’d and blighted heart has known, the brightest glance of pride and power i feel hath flown — of power, said i? yes, such i ween — but it has vanish’d — long alas! the visions of my youth have been — but let them pass. — and pride! what have i now with thee? another brow may e’en inherit the venom thou hast pour’d on me: be still my spirit. the smile of love — soft friendship’s charm — bright hope itself has fled at last, ’t will ne’er again my bosom warm— ‘tis ever past. the happiest day, — the happiest hour, mine eyes shall see, — have ever seen, — the brightest glance of pride and power, i feel has been.",1
"in the greenest of our valleys by good angels tenanted, once a fair and stately palace — snow-white palace — reared its head. in the monarch thought’s dominion — it stood there! never seraph spread his pinion over fabric half so fair. banners yellow, glorious, golden, on its roof did float and flow — this — all this — was in the olden time long ago — and every gentle air that dallied, in that sweet day, along the rampart plumed and pallid, a winged odour went away. all wanderers in that happy valley, through two luminous windows saw spirits moving musically to a lute’s well tuned law, round about a throne where sitting (porphyrogene!) in state his glory well befitting, the sovereign of the realm was seen. and all with pearl and ruby glowing was the fair palace door; through which came flowing, flowing, flowing, and sparkling evermore, a troop of echoes, whose sweet duty was but to sing in voices of surpassing beauty, the wit and wisdom of their king. but evil things in robes of sorrow, assailed the monarch’s high estate! ah, let us mourn — for never morrow shall dawn upon him desolate! and round about his home the glory, that blushed and bloomed, is but a dim-remembered story of the old time entombed. and travellers now within that valley, through the red-litten windows, see vast forms that move fantastically to a discordant melody; while, like a rapid ghastly river, through the pale door; a hideous throng rush out forever, and laugh — but smile no more.",1
"a dark unfathom’d tide of interminable pride — a mystery, and a dream, should my early life seem; i say that dream was fraught with a wild, and waking thought of beings that have been, which my spirit hath not seen. had i let them pass me by, with a dreaming eye! let none of earth inherit that vision of my spirit; those thoughts i would control, as a spell upon his soul: for that bright hope at last and that light time have past, and my worldly rest hath gone with a sigh as it pass’d on, i care not tho’ it perish with a thought i then did cherish.",1
"when from your gems of thought i turn to those pure orbs, your heart to learn, i scarce know which to prize most high — the bright i-dea, or the bright dear-eye.",1
"at midnight, in the month of june, i stand beneath the mystic moon. an opiate vapour, dewy, dim, exhales from out her golden rim, and, softly dripping, drop by drop, upon the quiet mountain-top, steals drowsily and musically into the universal valley. the rosemary nods upon the grave; the lily lolls upon the wave; wrapping the mist about its breast, the ruin moulders into rest; looking like lethe, see, the lake a conscious slumber seems to take, and would not for the world awake. all beauty sleeps! — and, lo! where lies with casement open to the skies, irene with her destinies! o, lady bright, can it be right, this lattice open to the night? the bodiless airs, a wizard rout, flit through thy chamber, in and out, and wave the curtain-canopy so fitfully, so fearfully, above the closed and fringéd lid ‘neath which thy slumbering soul lies hid, that o’er the floor and down the wall, like ghosts, the shadows rise and fall. o, lady dear, hast thou no fear? why and what art thou dreaming here? sure thou art come o’er far-off seas, a wonder to our garden-trees! strange is thy pallor — strange thy dress — strange thy glorious length of tress, and this all-solemn silentness! the lady sleeps. o, may her sleep, which is enduring, so be deep! soft may the worms about her creep! this bed, being changed for one more holy, this room for one more melancholy, i pray to god that she may lie forever with uncloséd eye! my love, she sleeps. o, may her sleep, as it is lasting, so be deep! heaven have her in its sacred keep! far in the forest, dim and old, for her may some tall tomb unfold — some tomb that oft hath flung its black and wing-like pannels, fluttering back, triumphant o’er the crested palls of her grand family funerals, — some sepulchre, remote, alone, against whose portal she hath thrown, in childhood, many an idle stone, — some vault from out whose sounding door she ne’er shall force an echo more, nor thrill to think, poor child of sin, it was the dead who groan’d within.",1
in heaven a spirit doth dwell whose heart-strings are a lute — none sing so wild — so well as the angel israfel — and the giddy stars are mute.,1
"tottering above in her highest noon the enamoured moon blushes with love — while, to listen, the red levin pauses in heaven.",1
and they say (the starry choir and all the listening things) that israfeli’s fire is owing to that lyre with those unusual strings.,1
but the heavens that angel trod where deep thoughts are a duty — where love is a grown god — where houri glances are —— — stay! turn thine eyes afar! — imbued with all the beauty which we worship in yon star.,1
"thou art not, therefore, wrong israfeli, who despisest an unimpassion’d song: to thee the laurels belong best bard, — because the wisest.",1
the ecstasies above with thy burning measures suit — thy grief — if any — thy love with the fervor of thy lute — well may the stars be mute!,1
"yes, heaven is thine: but this is a world of sweets and sours: our flowers are merely — flowers, and the shadow of thy bliss is the sunshine of ours.",1
"if i did dwell where israfel hath dwelt, and he where i, he would not sing one half as well — one half as passionately, and a stormier note than this would swell from my lyre within the sky.",1
"mille, mille, mille mille, mille, mille decollavimus, unus homo! mille, mille, mille, mille, decollavimus! mille, mille, mille! vivat qui mille mille occidit! tantum vini habet nemo quantum sanguinis effudit! —— which may be thus paraphrased: a thousand, a thousand, a thousand! a thousand, a thousand, a thousand! we with one warrior have slain. a thousand, a thousand, a thousand, a thousand! sing a thousand over again. soho! let us sing long life to our king who knocked over a thousand so fine. soho! let us roar he has given us more red gallons of gore than all syria can furnish of wine!",1
"ah, broken is the golden bowl! the spirit flown forever! let the bell toll! — a saintly soul glides down the stygian river! and let the burial rite be read — the funeral song be sung — a dirge for the most lovely dead that ever died so young! and, guy de vere, hast thou no tear? weep now or nevermore! see, on yon drear and rigid bier, low lies thy love lenore! “yon heir, whose cheeks of pallid hue with tears are streaming wet, sees only, through their crocodile dew, a vacant coronet — false friends! ye loved her for her wealth and hated her for her pride, and, when she fell in feeble health, ye blessed her — that she died. how shall the ritual, then, be read? the requiem how be sung for her most wrong’d of all the dead that ever died so young?” peccavimus! but rave not thus! and let the solemn song go up to god so mournfully that she may feel no wrong! the sweet lenore hath “gone before” with young hope at her side, and thou art wild for the dear child that should have been thy bride — for her, the fair and debonair, that now so lowly lies — the life still there upon her hair, the death upon her eyes. “avaunt! — to-night my heart is light — no dirge will i upraise, but waft the angel on her flight with a pæan of old days! let no bell toll! lest her sweet soul, amid its hallow’d mirth, should catch the note as it doth float up from the damned earth — to friends above, from fiends below, th’ indignant ghost is riven — from grief and moan to a gold throne beside the king of heaven!”",1
"as for locke, he is all in my eye, may the d—l right soon for his soul call. he never was known to lie — in bed at a reveillé roll-call.” john locke was a notable name; joe locke is a greater: in short, the former was well known to fame, but the latter’s well known “to report.”",1
"eliza! — let thy generous heart from its present pathway part not! being every thing which now thou art, be nothing which thou art not. so with the world thy gentle ways — thy unassuming beauty — and truth shall be a theme of praise forever — and love a duty.",1
"o, times! o, manners! it is my opinion that you are changing sadly your dominion — i mean the reign of manners hath long ceased, for men have none at all, or bad at least; and as for times, altho’ ’tis said by many the “good old times” were far the worst of any, of which sound doctrine l believe each tittle, yet still i think these worse than them a little. i’ve been a thinking — isn’t that the phrase? — i like your yankee words and yankee ways — i’ve been a thinking, whether it were best to take things seriously, or all in jest; whether, with grim heraclitus of yore, to weep, as he did, till his eyes were sore, or rather laugh with him, that queer philosopher, democritus of thrace, who used to toss over the page of life and grin at the dog-ears, as though he’d say, “why, who the devil cares?” this is a question which, oh heaven, withdraw the luckless query from a member’s claw! instead of two sides, bob has nearly eight, each fit to furnish forth four hours debate. what shall be done? i’ll lay it on the table, and take the matter up when i’m more able, and, in the meantime, to prevent all bother, i’ll neither laugh with one, nor cry with t’other, nor deal in flatt’ry or aspersions foul, but, taking one by each hand, merely growl. ah, growl, say you, my friend, and pray at what? why, really, sir, i almost had forgot — but, damn it, sir, i deem it a disgrace that things should stare us boldly in the face, and daily strut the street with bows and scrapes, who would be men by imitating apes. i beg your pardon, reader, for the oath the monkeys make me swear, though something loth; i’m apt to be discursive in my style, but pray be patient; yet a little while will change me, and as politicians do, i’ll mend my manners and my measures too. of all the cities — and i’ve seen no few; for i have travelled, friend, as well as you — i don’t remember one, upon my soul, but take it generally upon the whole, (as members say they like their logic taken, because divided, it may chance be shaken) so pat, agreeable and vastly proper as this for a neat, frisky counter-hopper; here he may revel to his heart’s content, flounce like a fish in his own element, toss back his fine curls from their forehead fair, and hop o’er counters with a vester’s air, complete at night what he began a.m., and having cheated ladies, dance with them; for, at a ball, what fair one can escape the pretty little hand that sold her tape, or who so cold, so callous to refuse the youth who cut the ribbon for her shoes! one of these fish, par excellence the beau — god help me! — it has been my lot to know, at least by sight, for i’m a timid man, and always keep from laughing, if i can; but speak to him, he’ll make you such grimace, lord! to be grave exceeds the power of face. the hearts of all the ladies are with him, their bright eyes on his tom and jerry brim and dove-tailed coat, obtained at cost; while then those eyes won’t turn on anything like men. his very voice is musical delight, his form, once seen, becomes a part of sight; in short, his shirt collar, his look, his tone is the “beau ideal” fancied for adonis. philosophers have often held dispute as to the seat of thought in man and brute; for that the power of thought attends the latter my friend, the beau, hath made a settled matter, and spite of all dogmas, current in all ages, one settled fact is better than ten sages. for he does think, though i am oft in doubt if i can tell exactly what about. ah, yes! his little foot and ankle trim, ’tis there the seat of reason lies in him, a wise philosopher would shake his head, he then, of course, must shake his foot instead. at me, in vengeance, shall that foot be shaken — another proof of thought, i’m not mistaken — because to his cat’s eyes i hold a glass, and let him see himself, a proper ass! i think he’ll take this likeness to himself, but if he won’t, he shall, a stupid elf, and, lest the guessing throw the fool in fits, i close the portrait with the name of pitts.",1
"1 romance who loves to nod and sing with drowsy head and folded wing among the green leaves as they shake far down within some shadowy lake to me a painted paroquet hath been — a most familiar bird — taught me my alphabet to say — to lisp my very earliest word while in the wild wood i did lie a child — with a most knowing eye. 2 of late, eternal condor years so shake the very air on high with tumult, as they thunder by, i hardly have had time for cares thro’ gazing on th’ unquiet sky! and, when an hour with calmer wings its down upon my spirit flings — that little time with lyre and rhyme to while away — forbidden things! my heart would feel to be a crime did it not tremble with the strings!",1
"so sweet the hour — so calm the time, i feel it more than half a crime when nature sleeps and stars are mute, to mar the silence ev’n with lute. at rest on ocean’s brilliant dies an image of elysium lies: seven pleiades entranced in heaven, form in the deep another seven: endymion nodding from above sees in the sea a second love: within the valleys dim and brown, and on the spectral mountain’s crown the wearied light is lying down: the earth, and stars, and sea, and sky are redolent of sleep, as i am redolent of thee and thine enthralling love, my adeline. but list, o list! — so soft and low thy lover’s voice to night shall flow that, scarce awake, thy soul shall deem my words the music of a dream. thus, while no single sound too rude, upon thy slumber shall intrude, our thoughts, our souls — o god above! in every deed shall mingle, love.",1
"there are some qualities — some incorporate things that have a double life — life aptly made, the type of that twin entity which springs from matter and light, evinced in solid and shade. there is a two-fold silence — sea and shore — body and soul. one dwells in lonely places, newly with grass o’ergrown. some solemn graces — some human memories and tearful lore, render him terrorless — his name’s “no more.” he is the corporate silence — dread him not! no power hath he of evil in himself; but should some urgent fate — untimely lot! bring thee to meet his shadow (nameless elf, who haunteth the dim regions where hath trod no foot of man) — commend thyself to god!",1
who is king but epiphanes? say do you know? who is god but epiphanes? say do you know? there is none but epiphanes no — there is none: so tear down the temples and put out the sun!,1
"science! meet daughter of old time thou art who alterest all things with thy peering eyes! why prey’st thou thus upon the poet’s heart, vulture! whose wings are dull realities! how should he love thee — or how deem thee wise who woulds’t not leave him, in his wandering, to seek for treasure in the jewell’d skies albeit, he soar with an undaunted wing? hast thou not dragg’d diana from her car, and driv’n the hamadryad from the wood to seek a shelter in some happier star? the gentle naiad from her fountain-flood? the elfin from the green grass? and from me the summer dream beneath the shrubbery?",1
"fair isle, that from the fairest of all flowers thy gentlest of all gentle names dost take, how many memories of what radiant hours at sight of thee and thine at once awake! how many scenes of what departed bliss! how many thoughts of what entombed hopes! how many visions of a maiden that is no more — no more upon thy verdant slopes! no more! — alas, that magical sad sound transforming all! thy charms shall please no more — thy memory no more! accursed ground henceforth i hold thy flower-enamelled shore, o, hyacinthine isle! o, purple zante! isola d’oro! fior di levante!",1
"“seldom we find,” says solomon don dunce, “half an idea in the profoundest sonnet. through all the flimsy things we see at once as easily as through a naples bonnet — trash of all trash! — how can a lady don it? yet heavier far than your petrarchan stuff — owl-downy nonsense that the faintest puff twirls into trunk-paper the while you con it.” and, veritably, sol is right enough. the general petrarchanities are arrant bubbles — ephemeral and so transparent — but this is, now, — you may depend upon it — stable, opaque, immortal — all by dint of the dear names that lie concealed within’t.",1
"thy soul shall find itself alone, mid dark thoughts of the grey tombstone — not one, of all the crowd to pry into thine hour of secrecy — be silent in thy solitude which is not loneliness — for then the spirits of the dead who stood in life before thee are again in death around thee, and their will shall then oershadow thee — be still. the night tho’ clear shall frown — and the stars shall look not down from their high thrones in the heaven, with light like hope to mortals given, but their red orbs, without beam, to thy weariness shall seem as a burning & a fever which would cling to thee forever but twill leave thee, as each star with the dew-drop flies afar — now are thoughts thou can’st not banish — now are visions ne’er to vanish — no more, like dew-drop from the grass, from thy spirit shall they pass — the breeze — the breath of god — is still — and the mist upon the hill shadowy — shadowy, yet unbroken is a symbol & a token — how it hangs upon the trees! a mystery of mysteries!",1
"lady! i would that verse of mine could fling, all lavishly and free, prophetic tones from every line, of health, joy, peace, in store for thee. thine should be length of happy days, enduring joys and fleeting cares, virtues that challenge envy’s praise, by rivals loved, and mourned by heirs. thy life’s free course should ever roam beyond this bounded earthly clime, no billow breaking into foam upon the rock-girt shore of time. the gladness of a gentle heart, pure as the wishes breathed in prayer, which has in others’ joys a part, while in its own all others share. the fullness of a cultured mind, stored with the wealth of bard and sage, which error’s glitter cannot blind, lustrous in youth, undimmed in age; the grandeur of a guileless soul, with wisdom, virtue, feeling fraught, gliding serenely to its goal, beneath the eternal sky of thought: — these should be thine, to guard and shield, and this the life thy spirit live, blest with all bliss that earth can yield, bright with all hopes that heaven can give.",1
"how often we forget all time, when lone admiring nature’s universal throne; her woods — her wilds — her mountains — the intense reply of hers to our intelligence! 1. in youth have i known one with whom the earth in secret communing held — as he with it, in day light, and in beauty from his birth: whose fervid, flick’ring torch of life was lit from the sun and stars, whence he had drawn forth a passionate light-such for his spirit was fit — and yet that spirit knew — not [[knew not —]] in the hour of its own fervor — what had o’er it power. 2. perhaps it may be that my mind is wrought to a fever by the moon beam that hangs o’er, but i will half believe that wild light fraught with more of sov’reignty than ancient lore hath ever told — or is it of a thought the unembodied essence, and no more that with a quick’ning spell doth o’er us pass as dew of the night-time, o’er the summer grass. 3. doth o’er us pass, when, as th’ expanding eye to the lov’d object — so the tear to the lid will start, which lately slept in apathy? and yet it need not be — (that object) hid from us in life — but common — which doth lie each hour before us — but then only bid with a strange sound, as of a harp-string broken t’ awake us — ’tis a symbol and a token. [[,]] 4. of what in other worlds shall be — and giv’n in beauty by our god, to those alone who otherwise would fall from life and heav’n drawn by their heart’s passion, and that tone, that high tone of the spirit which hath striv’n tho’ not with faith — with godliness — whose throne with desp’rate energy ’t hath beaten down; wearing its own deep feeling as a crown.",1
"the thousand injuries of fortunato i had borne as i best could, but when he ventured upon insult i vowed revenge. you, who so well know the nature of my soul, will not suppose, however, that i gave utterance to a threat. at length i would be avenged; this was a point definitively settled — but the very definitiveness with which it was resolved precluded the idea of risk. i must not only punish but punish with impunity. a wrong is unredressed when retribution overtakes its redresser. it is equally unredressed when the avenger fails to make himself felt as such to him who has done the wrong. it must be understood that neither by word nor deed had i given fortunato cause to doubt my good will. i continued, as was my wont, to smile in his face, and he did not perceive that my smile now was at the thought of his immolation. he had a weak point — this fortunato — although in other regards he was a man to be respected and even feared. he prided himself on his connoisseurship in wine. few italians have the true virtuoso spirit. for the most part their enthusiasm is adopted to suit the time and opportunity, to practice imposture upon the british and austrian millionaires. in painting and gemmary, fortunato, like his countrymen, was a quack, but in the matter of old wines he was sincere. in this respect i did not differ from him materially; — i was skilful in the italian vintages myself, and bought largely whenever i could. it was about dusk, one evening during the supreme madness of the carnival season, that i encountered my friend. he accosted me with excessive warmth, for he had been drinking much. the man wore motley. he had on a tight-fitting parti-striped dress, and his head was surmounted by the conical cap and bells. i was so pleased to see him that i thought i should never have done wringing his hand. i said to him — “my dear fortunato, you are luckily met. how remarkably well you are looking to-day! but i have received a pipe of what passes for amontillado, and i have my doubts.” “how?” said he. “amontillado? a pipe? impossible! and in the middle of the carnival!” “i have my doubts,” i replied; “and i was silly enough to pay the full amontillado price without consulting you in the matter. you were not to be found, and i was fearful of losing a bargain.” “amontillado!” “i have my doubts.” “amontillado!” “and i must satisfy them.” “amontillado!” “as you are engaged, i am on my way to luchesi. if any one has a critical turn it is he. he will tell me ——” “luchesi cannot tell amontillado from sherry.” “and yet some fools will have it that his taste is a match for your own.” “come, let us go.” “whither?” “to your vaults.” “my friend, no; i will not impose upon your good nature. i perceive you have an engagement. luchesi ——” “i have no engagement; — come.” “my friend, no. it is not the engagement, but the severe cold with which i perceive you are afflicted. the vaults are insufferably damp. they are encrusted with nitre.” “let us go, nevertheless. the cold is merely nothing. amontillado! you have been imposed upon. and as for luchesi, he cannot distinguish sherry from amontillado.” thus speaking, fortunato possessed himself of my arm. putting on a mask of black silk and drawing a roquelaire closely about my person, i suffered him to hurry me to my palazzo. there were no attendants at home; they had absconded to make merry in honour of the time. i had told them that i should not return until the morning, and had given them explicit orders not to stir from the house. these orders were sufficient, i well knew, to insure their immediate disappearance, one and all, as soon as my back was turned. i took from their sconces two flambeaux, and giving one to fortunato, bowed him through several suites of rooms to the archway that led into the vaults. i passed down a long and winding staircase, requesting him to be cautious as he followed. we came at length to the foot of the descent, and stood together on the damp ground of the catacombs of the montresors. the gait of my friend was unsteady, and the bells upon his cap jingled as he strode. “the pipe,” said he. “it is farther on,” said i; “but observe the white web-work which gleams from these cavern walls.” he turned towards me, and looked into my eyes with two filmy orbs that distilled the rheum of intoxication . “nitre?” he asked, at length. “nitre,” i replied. “how long have you had that cough?” “ugh! ugh! ugh! — ugh! ugh! ugh! — ugh! ugh! ugh! — ugh! ugh! ugh! — ugh! ugh! ugh!” my poor friend found it impossible to reply for many minutes. “it is nothing,” he said, at last. “come,” i said, with decision, “we will go back; your health is precious. you are rich, respected, admired, beloved; you are happy, as once i was. you are a man to be missed. for me it is no matter. we will go back; you will be ill, and i cannot be responsible. besides, there is luchesi ——” “enough,” he said; “the cough is a mere nothing; it will not kill me. i shall not die of a cough.” “true — true,” i replied; “and, indeed, i had no intention of alarming you unnecessarily — but you should use all proper caution. a draught of this medoc will defend us from the damps.” here i knocked off the neck of a bottle which i drew from a long row of its fellows that lay upon the mould. “drink,” i said, presenting him the wine. he raised it to his lips with a leer. he paused and nodded to me familiarly, while his bells jingled. “i drink,” he said, “to the buried that repose around us.” “and i to your long life.” he again took my arm, and we proceeded. “these vaults,” he said, “are extensive.” “the montresors,” i replied, “were a great and numerous family.” “i forget your arms.” “a huge human foot d‘or, in a field azure; the foot crushes a serpent rampant whose fangs are imbedded in the heel.” “and the motto?” “nemo me impune lacessit.” “good!” he said. the wine sparkled in his eyes and the bells jingled. my own fancy grew warm with the medoc. we had passed through walls of piled bones, with casks and puncheons intermingling, into the inmost recesses of the catacombs. i paused again, and this time i made bold to seize fortunato by an arm above the elbow. “the nitre!” i said: “see, it increases. it hangs like moss upon the vaults. we are below the river‘s bed. the drops of moisture trickle among the bones. come, we will go back ere it is too late. your cough ——” “it is nothing,” he said; “let us go on. but first, another draught of the medoc.” i broke and reached him a flaçon of de grâve. he emptied it at a breath. his eyes flashed with a fierce light. he laughed and threw the bottle upwards with a gesticulation i did not understand. i looked at him in surprise. he repeated the movement — a grotesque one. “you do not comprehend?” he said. “not i,” i replied. “then you are not of the brotherhood.” “how?” “you are not of the masons.” “yes, yes,” i said; “yes, yes.” “you? impossible! a mason?” “a mason,” i replied. “a sign,” he said. “it is this,” i answered, producing a trowel from beneath the folds of my roquelaire. “you jest,” he exclaimed, recoiling a few paces. “but let us proceed to the amontillado.” “be it so,” i said, replacing the tool beneath the cloak and again offering him my arm. he leaned upon it heavily. we continued our route in search of the amontillado. we passed through a range of low arches, descended, passed on, and descending again, arrived at a deep crypt, in which the foulness of the air caused our flambeaux rather to glow than flame. at the most remote end of the crypt there appeared another less spacious. its walls had been lined with human remains, piled to the vault overhead, in the fashion of the great catacombs of paris. three sides of this interior crypt were still ornamented in this manner. from the fourth the bones had been thrown down, and lay promiscuously upon the earth, forming at one point a mound of some size. within the wall thus exposed by the displacing of the bones, we perceived a still interior recess, in depth about four feet, in width three, in height six or seven. it seemed to have been constructed for no especial use within itself, but formed merely the interval between two of the colossal supports of the roof of the catacombs, and was backed by one of their circumscribing walls of solid granite. it was in vain that fortunato, uplifting his dull torch, endeavoured to pry into the depths of the recess. its termination the feeble light did not enable us to see. “proceed,” i said; “herein is the amontillado. as for luchesi ——” “he is an ignoramus,” interrupted my friend, as he stepped unsteadily forward, while i followed immediately at his heels. in an instant he had reached the extremity of the niche, and finding his progress arrested by the rock, stood stupidly bewildered. a moment more and i had fettered him to the granite. in its surface were two iron staples, distant from each other about two feet, horizontally. from one of these depended a short chain, from the other a padlock. throwing the links about his waist, it was but the work of a few seconds to secure it. he was too much astounded to resist. withdrawing the key i stepped back from the recess. “pass your hand,” i said, “over the wall; you cannot help feeling the nitre. indeed, it is very damp. once more let me implore you to return. no? then i will positively leave you. but i must first render you all the little attentions in my power.” “the amontillado!” ejaculated my friend, not yet recovered from his astonishment. “true,” i replied; “the amontillado.” as i said these words i busied myself among the pile of bones of which i have before spoken. throwing them aside, i soon uncovered a quantity of building stone and mortar. with these materials and with the aid of my trowel, i began vigorously to wall up the entrance of the niche. i had scarcely laid the first tier of my masonry when i discovered that the intoxication of fortunato had in a great measure worn off. the earliest indication i had of this was a low moaning cry from the depth of the recess. it was not the cry of a drunken man. there was then a long and obstinate silence. i laid the second tier, and the third, and the fourth; and then i heard the furious vibrations of the chain. the noise lasted for several minutes, during which, that i might hearken to it with the more satisfaction, i ceased my labours and sat down upon the bones. when at last the clanking subsided, i resumed the trowel, and finished without interruption the fifth, the sixth, and the seventh tier. the wall was now nearly upon a level with my breast. i again paused, and holding the flambeaux over the mason-work, threw a few feeble rays upon the figure within. a succession of loud and shrill screams, bursting suddenly from the throat of the chained form, seemed to thrust me violently back. for a brief moment i hesitated, i trembled. unsheathing my rapier, i began to grope with it about the recess; but the thought of an instant reassured me. i placed my hand upon the solid fabric of the catacombs, and felt satisfied. i reapproached the wall. i replied to the yells of him who clamoured. i re-echoed — i aided — i surpassed them in volume and in strength. i did this, and the clamourer grew still. it was now midnight, and my task was drawing to a close. i had completed the eighth, the ninth, and the tenth tier. i had finished a portion of the last and the eleventh; there remained but a single stone to be fitted and plastered in. i struggled with its weight; i placed it partially in its destined position. but now there came from out the niche a low laugh that erected the hairs upon my head. it was succeeded by a sad voice, which i had difficulty in recognising as that of the noble fortunato. the voice said — “ha! ha! ha! — he! he! he! — a very good joke, indeed — an excellent jest. we will have many a rich laugh about it at the palazzo — he! he! he! — over our wine — he! he! he!” “the amontillado!” i said. “he! he! he! — he! he! he! — yes, the amontillado. but is it not getting late? will not they be awaiting us at the palazzo — the lady fortunato and the rest? let us be gone.” “yes,” i said, “let us be gone.” “for the love of god, montresor!” “yes,” i said, “for the love of god!” but to these words i hearkened in vain for a reply. i grew impatient. i called aloud — “fortunato!” no answer. i called again — “fortunato!” no answer still. i thrust a torch through the remaining aperture and let it fall within. there came forth in return only a jingling of the bells. my heart grew sick — on account of the dampness of the catacombs. i hastened to make an end of my labour. i forced the last stone into its position; i plastered it up. against the new masonry i re-erected the old rampart of bones. for the half of a century no mortal has disturbed them. in pace requiescat!",1
